source_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,activity,activity_units,created_date,modified_date,source_name,source_type,lat,lon,other1,other2,other1_def,other2_def,geometry_ref
104884,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,112.1901987872369,1.5309856554307483e-08,T of CH4 per VKT,3984.1591657413874,km,7327971910.727786,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Paulo Urban Area in Guarulhos Municipality,"",-23.436888944670102,-46.47312075976089,BRA,São Paulo,iso3_country,asset_name,trace_-46.47312075976089_-23.436888944670102
104884,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,n2o,36.54714869228138,4.987348360161994e-09,T of N2O per VKT,3984.1591657413874,km,7327971910.727786,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Paulo Urban Area in Guarulhos Municipality,"",-23.436888944670102,-46.47312075976089,BRA,São Paulo,iso3_country,asset_name,trace_-46.47312075976089_-23.436888944670102
104607,BRA,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_100yr,9272765.07172131,4.987348360161941e-09,,27150.396447750056,km,44093798241.26479,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Paulo Urban Area in São Paulo Municipality,"",-23.58211478697292,-46.61943982432621,BRA,São Paulo,iso3_country,asset_name,trace_-46.61943982432621_-23.58211478697292
104684,BRA,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,n2o,55.61674283197754,4.987348360161895e-09,T of N2O per VKT,8287.966256623633,km,11151565684.930853,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,Belo Horizonte Urban Area in Belo Horizonte Municipality,"",-19.89494390965445,-43.96112708839469,BRA,Belo Horizonte,iso3_country,asset_name,trace_-43.96112708839469_-19.89494390965445
104607,BRA,road-transportation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,n2o,219.91113235188348,4.987348360161941e-09,T of N2O per VKT,27150.396447750056,km,44093798241.26479,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Paulo Urban Area in São Paulo Municipality,"",-23.58211478697292,-46.61943982432621,BRA,São Paulo,iso3_country,asset_name,trace_-46.61943982432621_-23.58211478697292
104884,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_20yr,1546958.2097463333,4.987348360161994e-09,,3984.1591657413874,km,7327971910.727786,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Paulo Urban Area in Guarulhos Municipality,"",-23.436888944670102,-46.47312075976089,BRA,São Paulo,iso3_country,asset_name,trace_-46.47312075976089_-23.436888944670102
104684,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_100yr,2364767.006137978,4.987348360161899e-09,,8298.168057521449,km,11244926238.263014,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,Belo Horizonte Urban Area in Belo Horizonte Municipality,"",-19.89494390965445,-43.96112708839469,BRA,Belo Horizonte,iso3_country,asset_name,trace_-43.96112708839469_-19.89494390965445
105014,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2,1041041.790320806,0.0002084785757048,T of CO2 per VKT,4230.653485850302,km,4993519294.734807,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Luís Urban Area in São Luís Municipality,"",-2.5497770012794465,-44.25580048588082,BRA,São Luís,iso3_country,asset_name,trace_-44.25580048588082_-2.5497770012794465
105014,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,76.45006410355546,1.530985655430726e-08,T of CH4 per VKT,4230.653485850302,km,4993519294.734807,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Luís Urban Area in São Luís Municipality,"",-2.5497770012794465,-44.25580048588082,BRA,São Luís,iso3_country,asset_name,trace_-44.25580048588082_-2.5497770012794465
105014,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,n2o,24.90442026603196,4.987348360161802e-09,T of N2O per VKT,4230.653485850302,km,4993519294.734807,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Luís Urban Area in São Luís Municipality,"",-2.5497770012794465,-44.25580048588082,BRA,São Luís,iso3_country,asset_name,trace_-44.25580048588082_-2.5497770012794465
104684,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2,2344326.2060587336,0.0002084785757048,T of CO2 per VKT,8298.168057521449,km,11244926238.263014,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,Belo Horizonte Urban Area in Belo Horizonte Municipality,"",-19.89494390965445,-43.96112708839469,BRA,Belo Horizonte,iso3_country,asset_name,trace_-43.96112708839469_-19.89494390965445
105014,BRA,road-transportation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_100yr,1050118.9089637194,4.987348360161802e-09,,4230.653485850302,km,4993519294.734807,vehicle km traveled (VKT),2023-08-17 00:00:00,2023-10-27 16:00:00,São Luís Urban Area in São Luís Municipality,"",-2.5497770012794465,-44.25580048588082,BRA,São Luís,iso3_country,asset_name,trace_-44.25580048588082_-2.5497770012794465
