iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2,39691291.87,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.681365
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,n2o,7398.073778,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.681365
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,2722.870337,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.681365
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,41873104.4557,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.681365
BRA,2017-01-01 00:00:00,2017-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,41728021.790606,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.681365
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,n2o,6916.37173,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:22.567416
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,2645.116436,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:22.567416
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,40414263.247344,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:22.567416
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,40273053.098658,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:22.567416
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,40502224.97500601,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:29.386223
BRA,2022-01-01 00:00:00,2022-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,2853.016961,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
BRA,2022-01-01 00:00:00,2022-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,44001648.393291995,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
BRA,2022-01-01 00:00:00,2022-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,43849776.675213,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
BRA,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2,39482287.26,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:02.39531
BRA,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,n2o,7378.784766,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:02.39531
BRA,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,2710.015417,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:02.39531
BRA,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,41657927.733252,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:02.39531
BRA,2019-01-01 00:00:00,2019-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_100yr,41513545.654666,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:02.39531
BRA,2016-01-01 00:00:00,2016-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2,38366151.33,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:22.567416
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2,38551921.95,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:29.386223
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,n2o,7079.537625999999,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:29.386223
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,ch4,2650.912647,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:29.386223
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,residential-and-commercial-onsite-fuel-usage,co2e_20yr,40643596.54561201,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:29.386223
