source_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,source_name,source_type,lat,lon,other1,other2,other3,other4,other1_def,other2_def,other3_def,other4_def,geometry_ref
25450467,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_20yr,135000,,,20,MW,0.632,111000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Figueira,coal,-23.8482,-50.3808,a,,,,,,,,trace_-50.3808_-23.8482
25450342,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2,71000,0.657,T of CO2 per MWh,125,MW,0.099,108000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,ch4,,,field_not_modeled,125,MW,0.099,108000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,n2o,,,field_not_modeled,125,MW,0.099,108000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_100yr,71000,,,125,MW,0.099,108000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_20yr,71000,,,125,MW,0.099,108000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2,72000,0.655,T of CO2 per MWh,125,MW,0.1,110000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,ch4,,,field_not_modeled,125,MW,0.1,110000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,n2o,,,field_not_modeled,125,MW,0.1,110000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_100yr,72000,,,125,MW,0.1,110000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_20yr,72000,,,125,MW,0.1,110000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2,162000,0.651,T of CO2 per MWh,125,MW,0.227,249000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,,,field_not_modeled,125,MW,0.227,249000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,n2o,,,field_not_modeled,125,MW,0.227,249000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_100yr,162000,,,125,MW,0.227,249000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_20yr,162000,,,125,MW,0.227,249000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2,68000,0.654,T of CO2 per MWh,125,MW,0.095,104000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,ch4,,,field_not_modeled,125,MW,0.095,104000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,n2o,,,field_not_modeled,125,MW,0.095,104000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_100yr,68000,,,125,MW,0.095,104000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450342,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_20yr,68000,,,125,MW,0.095,104000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Igarapé,oil,-19.9677,-44.282,a,,,,,,,,trace_-44.282_-19.9677
25450352,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,ch4,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,457000,380000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,n2o,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,457000,380000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2,0,,T of CO2 per MWh,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,457000,380000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_20yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,483000,401000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_100yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,483000,401000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,n2o,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,483000,401000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,483000,401000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2,0,,T of CO2 per MWh,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,483000,401000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_20yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,493000,410000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_100yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,493000,410000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,n2o,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,493000,410000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,ch4,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,493000,410000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2,0,,T of CO2 per MWh,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,493000,410000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_20yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,464000,386000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_100yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,464000,386000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,n2o,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,464000,386000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,ch4,,,field_not_modeled,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,464000,386000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2,0,,T of CO2 per MWh,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,464000,386000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_20yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,457000,380000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450352,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_100yr,0,,,0,MW,,0,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Cenibra power station,biomass,-19.3213,-42.3928,a,100,457000,380000,,biomass_emissions,biomass_capacity,biomass_generation,trace_-42.3928_-19.3213
25450355,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_100yr,213000,,,110,MW,0.399,384000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_20yr,213000,,,110,MW,0.399,384000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2,325000,0.554,T of CO2 per MWh,110,MW,0.609,587000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,ch4,,,field_not_modeled,110,MW,0.609,587000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,n2o,,,field_not_modeled,110,MW,0.609,587000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_100yr,325000,,,110,MW,0.609,587000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_20yr,325000,,,110,MW,0.609,587000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2,262000,0.553,T of CO2 per MWh,110,MW,0.491,474000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,ch4,,,field_not_modeled,110,MW,0.491,474000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,n2o,,,field_not_modeled,110,MW,0.491,474000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_100yr,262000,,,110,MW,0.491,474000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_20yr,262000,,,110,MW,0.491,474000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2,443000,0.553,T of CO2 per MWh,110,MW,0.831,801000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,,,field_not_modeled,110,MW,0.831,801000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,n2o,,,field_not_modeled,110,MW,0.831,801000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_100yr,443000,,,110,MW,0.831,801000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_20yr,443000,,,110,MW,0.831,801000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2,213000,0.555,T of CO2 per MWh,110,MW,0.399,384000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,ch4,,,field_not_modeled,110,MW,0.399,384000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450355,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,n2o,,,field_not_modeled,110,MW,0.399,384000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Aparecida power station,gas,-3.1298,-60.0328,a,,,,,,,,trace_-60.0328_-3.1298
25450356,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2,136000,0.654,T of CO2 per MWh,104,MW,0.228,208000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2,59000,0.648,T of CO2 per MWh,104,MW,0.1,91000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,ch4,,,field_not_modeled,104,MW,0.1,91000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,n2o,,,field_not_modeled,104,MW,0.1,91000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_100yr,59000,,,104,MW,0.1,91000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2e_20yr,59000,,,104,MW,0.1,91000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2,60000,0.652,T of CO2 per MWh,104,MW,0.101,92000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,ch4,,,field_not_modeled,104,MW,0.101,92000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,n2o,,,field_not_modeled,104,MW,0.101,92000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_100yr,60000,,,104,MW,0.101,92000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,annual,co2e_20yr,60000,,,104,MW,0.101,92000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,,,field_not_modeled,104,MW,0.228,208000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,n2o,,,field_not_modeled,104,MW,0.228,208000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_100yr,136000,,,104,MW,0.228,208000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_20yr,136000,,,104,MW,0.228,208000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2,57000,0.655,T of CO2 per MWh,104,MW,0.095,87000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,ch4,,,field_not_modeled,104,MW,0.095,87000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,n2o,,,field_not_modeled,104,MW,0.095,87000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_100yr,57000,,,104,MW,0.095,87000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450356,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_20yr,57000,,,104,MW,0.095,87000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,Rio Madeira,oil,-8.7243,-63.9138,a,,,,,,,,trace_-63.9138_-8.7243
25450357,BRA,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,annual,co2,62000,0.653,T of CO2 per MWh,110,MW,0.099,95000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_20yr,75000,,,139,MW,0.095,116000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2e_100yr,75000,,,139,MW,0.095,116000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,n2o,,,field_not_modeled,139,MW,0.095,116000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,ch4,,,field_not_modeled,139,MW,0.095,116000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,annual,co2,75000,0.647,T of CO2 per MWh,139,MW,0.095,116000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_20yr,180000,,,139,MW,0.227,276000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,co2e_100yr,180000,,,139,MW,0.227,276000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,n2o,,,field_not_modeled,139,MW,0.227,276000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
25450357,BRA,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,,,field_not_modeled,139,MW,0.227,276000,MWh,2023-10-31 00:00:00,2023-11-01 10:00:00,<unknown plant name>,oil,-0.0125,-51.1828,a,,,,,,,,trace_-51.1828_-0.0125
