"","lon","lat","year","anomalie"
"1",-73.436212623797,-7.50637570685889,2022,-0.0102613172483517
"2",-73.2237996935056,-7.84388048443167,2022,-0.0046324454407033
"3",-72.8445879498086,-7.22978092952451,2022,-0.0180464002235985
"4",-72.769501,-7.59991,2022,0.000125402829258354
"5",-72.7553304218677,-7.9725286397621,2022,-0.0138637851024727
"6",-72.7349135140501,-8.49244909146235,2022,0.00175486109416428
"7",-72.6721925435289,-7.62754168838947,2022,0.00430917430439374
"8",-72.5593640255015,-9.09688649135233,2022,0.00114957756921668
"9",-71.9058207693425,-9.24226548573283,2022,-0.00418291262225911
"10",-71.7407247801727,-5.71061130978623,2022,-0.0119599556234562
"11",-71.4449915259482,-8.23946595661596,2022,0.00661072009266934
"12",-71.4128668677446,-7.18051157923575,2022,0.00194377247496886
"13",-70.884858095029,-8.13105339647864,2022,0.00924956999198684
"14",-70.7444757427875,-8.92429348856395,2022,0.0117189791742059
"15",-70.3964080617679,-9.41234936079402,2022,0.00610939939517122
"16",-70.2768377851722,-5.42842836610177,2022,-0.00450112255689241
"17",-70.218248152793,-7.02199804721698,2022,-0.00316891638660478
"18",-70.0550858891606,-7.57330419046941,2022,0.00266626105477676
"19",-70.0061515758409,-10.780268510515,2022,-0.0199203646357149
"20",-69.935799,-4.25567,2022,0.000437776140235153
"21",-69.9318013853203,-4.23264079284152,2022,0.00169792591398176
"22",-69.9174580275265,-4.21965442203257,2022,0.00059118699198684
"23",-69.8797988891602,-6.63953018188477,2022,-1.47638709851211e-05
"24",-69.8557015662941,-9.38328008246644,2022,-0.000898490083100569
"25",-69.6756879652419,-4.0288289219263,2022,-0.00301715254712139
"26",-69.4511185863739,-4.50143648494653,2022,-0.0112631201231228
"27",-69.3830075269298,-9.77220173684327,2022,-0.0168206700566641
"28",-69.2065513599838,-10.7495372422272,2022,-0.00973324062323884
"29",-69.0872585282825,-3.05237276981368,2022,-0.0061443483095096
"30",-68.921056,-3.46907,2022,NA
"31",-68.7511936057459,-11.0043633475452,2022,0.0049694924435881
