"","lon","lat","year","anomalie"
"1",-73.436212623797,-7.50637570685889,2017,-0.00625289437757281
"2",-73.2237996935056,-7.84388048443167,2017,-0.00145829067989656
"3",-72.8445879498086,-7.22978092952451,2017,-0.00601422202935876
"4",-72.769501,-7.59991,2017,0.000551334299445578
"5",-72.7553304218677,-7.9725286397621,2017,-0.00167089981403577
"6",-72.7349135140501,-8.49244909146235,2017,0.0113132092615644
"7",-72.5593640255015,-9.09688649135233,2017,0.0107524845742646
"8",-71.9058207693425,-9.24226548573283,2017,0.00285996531413957
"9",-71.7407247801727,-5.71061130978623,2017,0.038429272303015
"10",-71.4449915259482,-8.23946595661596,2017,0.0242098830596634
"11",-71.4128668677446,-7.18051157923575,2017,-0.0182286491082942
"12",-70.7444757427875,-8.92429348856395,2017,0.00979807488196845
"13",-70.3964080617679,-9.41234936079402,2017,0.0042814858062861
"14",-70.2768377851722,-5.42842836610177,2017,-0.00597528826988366
"15",-70.218248152793,-7.02199804721698,2017,0.00382244080913534
"16",-70.0550858891606,-7.57330419046941,2017,-0.00400549085770047
"17",-70.0061515758409,-10.780268510515,2017,0.00265060074801257
"18",-69.9428,-4.2339,2017,-4.81453383004578e-05
"19",-69.935799,-4.25567,2017,0.000413665231858284
"20",-69.8797988891602,-6.63953018188477,2017,-4.6365089040483e-05
"21",-69.8557015662941,-9.38328008246644,2017,0.019433509768925
"22",-69.6756879652419,-4.0288289219263,2017,0.00388195723786697
"23",-69.4511185863739,-4.50143648494653,2017,0.00365711005410129
"24",-69.3830075269298,-9.77220173684327,2017,0.00189321703283407
"25",-69.2065513599838,-10.7495372422272,2017,-0.00277821635516861
"26",-69.0872585282825,-3.05237276981368,2017,-0.00953694260711364
"27",-68.921056,-3.46907,2017,NA
"28",-68.6182824581683,-10.8891209528503,2017,-0.000743746669166141
"29",-68.5044408136186,-10.5755718755675,2017,-0.00389550330529598
"30",-68.4063044801014,-4.71529084220981,2017,-0.0192972351987564
"31",-68.3710619510093,-10.0661349491742,2017,-0.00282774177093679
"32",-68.3166919207107,-1.69970336927077,2017,-0.00383413087661812
"33",-68.2864994699081,-3.41843342830083,2017,0.00512502875066646
"34",-68.1971409475066,-7.75780543969732,2017,-0.0195708667541921
"35",-68.1737108690377,-9.61409487407495,2017,0.00586710564677435
"36",-68.1128412174588,-6.68282224110506,2017,0.00200778681860832
"37",-68.0476335877583,-8.77315466766972,2017,-0.0265879305513957
"38",-68.0017764798898,0.365586186993581,2017,-0.0811037990685647
"39",-67.893984,-9.869031,2017,0.00257786308390437
"40",-67.8364698182792,-10.4734240655898,2017,-0.000815134797016039
"41",-67.83,-9.947,2017,-4.72346689248138e-07
"42",-67.8260494656625,-2.69180916604253,2017,0.00626928910653019
"43",-67.791,-9.931,2017,0.000668153954333026
"44",-67.786,-9.964,2017,0.000287672644937977
"45",-67.768,-10.034,2017,0.000120791354211868
"46",-67.6984871061968,-9.62947370630415,2017,0.000882110054836542
"47",-67.4275936314969,-9.99722089624224,2017,-0.000441741192554632
"48",-67.3401303333523,-10.2485083732382,2017,-0.00298661892566376
"49",-67.3374716381014,-5.1185164885162,2017,0.00315756348213405
"50",-66.9855,-0.14835,2017,-4.58157523879824e-05
"51",-66.9501921701075,-9.93357329811221,2017,-0.00253213137438873
"52",-66.897552,-4.871473,2017,-4.66262145033287e-05
"53",-66.3579242156695,-2.49098554027089,2017,0.0366888515794205
"54",-66.3077991877054,-3.5244642076617,2017,0.0249197714903167
"55",-65.8116628613948,-8.37560148087939,2017,0.0385021215551723
"56",-65.5315360442968,-4.47011066732884,2017,0.00463436556234485
"57",-65.5213054447365,-0.318343806838944,2017,-0.0575073470798927
"58",-65.4107896638204,-3.1656558635417,2017,0.0176800067135322
"59",-65.3244466984137,-3.69468474667569,2017,0.00514263211673605
"60",-65.0395512290932,-2.42682864332425,2017,0.0203294475281154
"61",-64.9923,-0.3786,2017,NA
"62",-64.9557964235078,-6.09370196685332,2017,0.0544340190522432
"63",-64.769501,-7.27897,2017,-4.8191332564294e-05
"64",-64.724098,-3.38294,2017,8.89151227220941e-05
"65",-64.7033,-3.3458,2017,-4.44563092982682e-05
"66",-64.6265369340764,-10.3827186401927,2017,0.0051240721889255
"67",-64.6154,-4.1728,2017,-3.32058862314534e-05
"68",-64.5342086540273,-11.3044952928918,2017,-0.0312645846892425
"69",-64.3077392911091,-9.15396949952705,2017,0.0437567686120493
"70",-64.1253106463893,-4.43635141737092,2017,0.0628390559776333
"71",-64.0619034098736,-7.30075809991637,2017,0.00575600110040048
"72",-64.0583379578841,-12.1469701531867,2017,-0.0109586386547125
"73",-63.9411627315935,-10.0521152951453,2017,-0.00154325140814241
