"","lon","lat","city_ref","anomalie","class_anomalie","class_nova"
"1",-73.436212623797,-7.50637570685889,"Mâncio Lima",0.0498108919681053,"Emission","< 1"
"2",-73.2237996935056,-7.84388048443167,"Rodrigues Alves",0.0243057912781076,"Emission","< 1"
"3",-72.8445879498086,-7.22978092952451,"Guajará",0.0283447956029555,"Emission","< 1"
"4",-72.769501,-7.59991,"Cruzeiro Do Sul",0.00158102330179997,"Emission","< 1"
"5",-72.7553304218677,-7.9725286397621,"Cruzeiro Do Sul",0.0797383363131691,"Emission","< 1"
"6",-72.7349135140501,-8.49244909146235,"Porto Walter",-0.000374449865900538,"Removal","< 0"
"7",-72.6721925435289,-7.62754168838947,"Cruzeiro Do Sul",0.043168592765732,"Emission","< 1"
"8",-72.5593640255015,-9.09688649135233,"Marechal Thaumaturgo",0.0247913364421748,"Emission","< 1"
"9",-71.9058207693425,-9.24226548573283,"Jordão",0.0651628585509052,"Emission","< 1"
"10",-71.7407247801727,-5.71061130978623,"Atalaia Do Norte",-0.176641019752406,"Removal","< 0"
"11",-71.4449915259482,-8.23946595661596,"Tarauacá",0.111305821843501,"Emission","< 1"
"12",-71.4128668677446,-7.18051157923575,"Ipixuna",-0.0606102261848679,"Removal","< 0"
"13",-70.884858095029,-8.13105339647864,"Tarauacá",0.0924956999198684,"Emission","< 1"
"14",-70.7444757427875,-8.92429348856395,"Feijó",0.0549291121031735,"Emission","< 1"
"15",-70.3964080617679,-9.41234936079402,"Santa Rosa Do Purus",-0.0197096338420606,"Removal","< 0"
"16",-70.2768377851722,-5.42842836610177,"Benjamin Constant",0.0315681497476639,"Emission","< 1"
"17",-70.218248152793,-7.02199804721698,"Eirunepé",0.00536576573153631,"Emission","< 1"
"18",-70.0550858891606,-7.57330419046941,"Envira",-0.0246184949146136,"Removal","< 0"
"19",-70.0061515758409,-10.780268510515,"Assis Brasil",-0.0042499469266108,"Removal","< 0"
"20",-69.935799,-4.25567,"Tabatinga",0.00348321661220703,"Emission","< 1"
"21",-69.9318013853203,-4.23264079284152,"Tabatinga",0.0175171376614328,"Emission","< 1"
"22",-69.9174580275265,-4.21965442203257,"Tabatinga",0.0059118699198684,"Emission","< 1"
"23",-69.8797988891602,-6.63953018188477,"Eirunepé",0.000169686475428772,"Emission","< 1"
"24",-69.8557015662941,-9.38328008246644,"Manoel Urbano",0.0117237603585682,"Emission","< 1"
"25",-69.6756879652419,-4.0288289219263,"Tabatinga",0.00935472549662245,"Emission","< 1"
"26",-69.4511185863739,-4.50143648494653,"São Paulo De Olivença",-0.0699269219939875,"Removal","< 0"
"27",-69.3830075269298,-9.77220173684327,"Sena Madureira",-0.0518019608273,"Removal","< 0"
"28",-69.2065513599838,-10.7495372422272,"Brasiléia",0.203659376800146,"Emission","< 1"
"29",-69.0872585282825,-3.05237276981368,"Santo Antônio Do Içá",-0.0773995492006564,"Removal","< 0"
"30",-68.7511936057459,-11.0043633475452,"Brasiléia",0.0452838074588961,"Emission","< 1"
"31",-68.7448423088691,-11.0256069694303,"Epitaciolândia",0.0229144227600657,"Emission","< 1"
"32",-68.6182824581683,-10.8891209528503,"Epitaciolândia",0.0590564636809819,"Emission","< 1"
"33",-68.5044408136186,-10.5755718755675,"Xapuri",0.0089722051936904,"Emission","< 1"
"34",-68.4063044801014,-4.71529084220981,"Jutaí",0.00837887240570673,"Emission","< 1"
"35",-68.3710619510093,-10.0661349491742,"Rio Branco",0.0235383068070408,"Emission","< 1"
"36",-68.3166919207107,-1.69970336927077,"Japurá",-0.232183682044407,"Removal","< 0"
"37",-68.2864994699081,-3.41843342830083,"Amaturá",-0.0736252782494971,"Removal","< 0"
"38",-68.1971409475066,-7.75780543969732,"Pauini",0.443402890539583,"Emission","< 1"
"39",-68.1737108690377,-9.61409487407495,"Bujari",0.065572777403763,"Emission","< 1"
"40",-68.1128412174588,-6.68282224110506,"Itamarati",0.253224654557005,"Emission","< 1"
"41",-68.0476335877583,-8.77315466766972,"Boca Do Acre",0.31630943316585,"Emission","< 1"
"42",-68.0017764798898,0.365586186993581,"São Gabriel Da Cachoeira",-1.38381344873733,"Removal","< -1"
"43",-67.893984,-9.869031,"Rio Branco",0.0292056475425486,"Emission","< 1"
"44",-67.8364698182792,-10.4734240655898,"Capixaba",0.0882333578814567,"Emission","< 1"
"45",-67.83,-9.947,"Rio Branco",8.96962192302789e-06,"Emission","< 1"
"46",-67.8260494656625,-2.69180916604253,"Japurá",-0.0871849762710834,"Removal","< 0"
"47",-67.8222889307946,-9.96780369338533,"Rio Branco",0.287201299522622,"Emission","< 1"
