"","lon","lat","city_ref","anomalie","class_anomalie","class_nova"
"1",-73.436212623797,-7.50637570685889,"Mâncio Lima",0.115469100748446,"Emission","< 1"
"2",-73.2237996935056,-7.84388048443167,"Rodrigues Alves",0.00810377242853315,"Emission","< 1"
"3",-72.8445879498086,-7.22978092952451,"Guajará",0.101624347932043,"Emission","< 1"
"4",-72.769501,-7.59991,"Cruzeiro Do Sul",0.00400911784730608,"Emission","< 1"
"5",-72.7553304218677,-7.9725286397621,"Cruzeiro Do Sul",0.0586995014230126,"Emission","< 1"
"6",-72.7349135140501,-8.49244909146235,"Porto Walter",-0.0131535321146534,"Removal","< 0"
"7",-72.5593640255015,-9.09688649135233,"Marechal Thaumaturgo",-0.0824218122227222,"Removal","< 0"
"8",-71.9058207693425,-9.24226548573283,"Jordão",-0.013075569322947,"Removal","< 0"
"9",-71.7407247801727,-5.71061130978623,"Atalaia Do Norte",-0.217661081065362,"Removal","< 0"
"10",-71.4449915259482,-8.23946595661596,"Tarauacá",-0.137154315190837,"Removal","< 0"
"11",-71.4128668677446,-7.18051157923575,"Ipixuna",0.271623791270393,"Emission","< 1"
"12",-70.7444757427875,-8.92429348856395,"Feijó",0.299659886490033,"Emission","< 1"
"13",-70.3964080617679,-9.41234936079402,"Santa Rosa Do Purus",0.0125869835672384,"Emission","< 1"
"14",-70.2768377851722,-5.42842836610177,"Benjamin Constant",0.0768512203595524,"Emission","< 1"
"15",-70.218248152793,-7.02199804721698,"Eirunepé",0.0791299283144081,"Emission","< 1"
"16",-70.0550858891606,-7.57330419046941,"Envira",0.018392212809682,"Emission","< 1"
"17",-70.0061515758409,-10.780268510515,"Assis Brasil",0.0125620815851907,"Emission","< 1"
"18",-69.9428,-4.2339,"Tabatinga",-0.000417218121842456,"Removal","< 0"
"19",-69.935799,-4.25567,"Tabatinga",0.00409858246325093,"Emission","< 1"
"20",-69.8797988891602,-6.63953018188477,"Eirunepé",-0.000195422162831277,"Removal","< 0"
"21",-69.8557015662941,-9.38328008246644,"Manoel Urbano",0.0827912639584852,"Emission","< 1"
"22",-69.6756879652419,-4.0288289219263,"Tabatinga",-0.00582577921413624,"Removal","< 0"
"23",-69.4511185863739,-4.50143648494653,"São Paulo De Olivença",0.0687076857607037,"Emission","< 1"
"24",-69.3830075269298,-9.77220173684327,"Sena Madureira",0.0826623818855543,"Emission","< 1"
"25",-69.2065513599838,-10.7495372422272,"Brasiléia",0.0387622349607041,"Emission","< 1"
"26",-69.0872585282825,-3.05237276981368,"Santo Antônio Do Içá",0.143835119131225,"Emission","< 1"
"27",-68.6182824581683,-10.8891209528503,"Epitaciolândia",0.042697616755044,"Emission","< 1"
"28",-68.5044408136186,-10.5755718755675,"Xapuri",0.075271614081065,"Emission","< 1"
"29",-68.4063044801014,-4.71529084220981,"Jutaí",0.482445639633006,"Emission","< 1"
"30",-68.3710619510093,-10.0661349491742,"Rio Branco",0.12531461511254,"Emission","< 1"
"31",-68.3166919207107,-1.69970336927077,"Japurá",-0.0740907350212761,"Removal","< 0"
"32",-68.2864994699081,-3.41843342830083,"Amaturá",-0.102290706919447,"Removal","< 0"
"33",-68.1971409475066,-7.75780543969732,"Pauini",0.124406606082077,"Emission","< 1"
"34",-68.1737108690377,-9.61409487407495,"Bujari",0.0532747389300384,"Emission","< 1"
"35",-68.1128412174588,-6.68282224110506,"Itamarati",-0.11503041053084,"Removal","< 0"
"36",-68.0476335877583,-8.77315466766972,"Boca Do Acre",0.0812377830725513,"Emission","< 1"
"37",-68.0017764798898,0.365586186993581,"São Gabriel Da Cachoeira",0.910196119043571,"Emission","< 1"
"38",-67.893984,-9.869031,"Rio Branco",0.0319723063400941,"Emission","< 1"
"39",-67.8364698182792,-10.4734240655898,"Capixaba",0.0349666993321064,"Emission","< 1"
"40",-67.83,-9.947,"Rio Branco",-8.14886477081529e-07,"Removal","< 0"
"41",-67.8260494656625,-2.69180916604253,"Japurá",-0.00939317994401113,"Removal","< 0"
"42",-67.791,-9.931,"Rio Branco",0.00673873274862078,"Emission","< 1"
"43",-67.786,-9.964,"Rio Branco",0.00290359807771152,"Emission","< 1"
"44",-67.768,-10.034,"Rio Branco",0.0012214859523948,"Emission","< 1"
"45",-67.6984871061968,-9.62947370630415,"Porto Acre",0.0717693006906166,"Emission","< 1"
"46",-67.4275936314969,-9.99722089624224,"Senador Guiomard",0.0145969901554475,"Emission","< 1"
"47",-67.3401303333523,-10.2485083732382,"Plácido De Castro",0.0304042191632393,"Emission","< 1"
"48",-67.3374716381014,-5.1185164885162,"Carauari",-0.0318201270056601,"Removal","< 0"
"49",-66.9855,-0.14835,"São Gabriel Da Cachoeira",-0.000134210156676764,"Removal","< 0"
"50",-66.9501921701075,-9.93357329811221,"Acrelândia",0.0217872345575735,"Emission","< 1"
"51",-66.897552,-4.871473,"Carauari",-0.000133705891402662,"Removal","< 0"
"52",-66.3579242156695,-2.49098554027089,"Fonte Boa",-0.107150783732768,"Removal","< 0"
"53",-66.3077991877054,-3.5244642076617,"Juruá",-0.281114496399219,"Removal","< 0"
"54",-65.8116628613948,-8.37560148087939,"Lábrea",0.0811252056173285,"Emission","< 1"
"55",-65.5315360442968,-4.47011066732884,"Tefé",-0.0358024429551157,"Removal","< 0"
"56",-65.5213054447365,-0.318343806838944,"Santa Isabel Do Rio Negro",0.269386960629147,"Emission","< 1"
"57",-65.4107896638204,-3.1656558635417,"Uarini",-0.119720979796246,"Removal","< 0"
"58",-65.3244466984137,-3.69468474667569,"Alvarães",-0.0484722870767422,"Removal","< 0"
"59",-65.0395512290932,-2.42682864332425,"Maraã",0.0504929996252971,"Emission","< 1"
"60",-64.9557964235078,-6.09370196685332,"Tapauá",-0.67117223407509,"Removal","< 0"
"61",-64.769501,-7.27897,"Lábrea",-0.00032602896040116,"Removal","< 0"
"62",-64.724098,-3.38294,"Tefé",0.00116586610614916,"Emission","< 1"
"63",-64.7033,-3.3458,"Tefé",-0.000381632356997244,"Removal","< 0"
"64",-64.6265369340764,-10.3827186401927,"Nova Mamoré",0.263128599579097,"Emission","< 1"
"65",-64.5342086540273,-11.3044952928918,"Guajará-Mirim",0.603791255453302,"Emission","< 1"
"66",-64.3077392911091,-9.15396949952705,"Porto Velho",0.300045056678343,"Emission","< 1"
"67",-64.1253106463893,-4.43635141737092,"Coari",-0.598548560863173,"Removal","< 0"
"68",-64.0619034098736,-7.30075809991637,"Canutama",-0.0902159946456487,"Removal","< 0"
"69",-64.0583379578841,-12.1469701531867,"Costa Marques",0.143554738099365,"Emission","< 1"
"70",-63.9411627315935,-10.0521152951453,"Buritis",0.0614595494132682,"Emission","< 1"
"71",-63.90242,-8.707854,"Porto Velho",0.0671280720754637,"Emission","< 1"
"72",-63.7997164659949,-10.4849339751875,"Campo Novo De Rondônia",-0.00666002284278423,"Removal","< 0"
"73",-63.468165,-8.740355,"Candeias Do Jamari",0.0221241003694684,"Emission","< 1"
"74",-63.4347637971427,-0.465034755640813,"Barcelos",-0.937781200384985,"Removal","< 0"
"75",-63.3943222506631,-9.64931030381078,"Alto Paraíso",0.0666270923126775,"Emission","< 1"
"76",-63.3723926081637,-10.2108324960752,"Monte Negro",0.0520933758477996,"Emission","< 1"
"77",-63.3256206264706,-8.8869938892035,"Candeias Do Jamari",0.0537311044466066,"Emission","< 1"
"78",-63.2306990655302,-11.8072176455011,"Seringueiras",0.0486023441725846,"Emission","< 1"
"79",-63.184012138019,-10.7480293450291,"Governador Jorge Teixeira",-0.0251096764898789,"Removal","< 0"
"80",-63.14,-4.0833,"Coari",-0.000265976938823695,"Removal","< 0"
"81",-63.132599,-4.13406,"Coari",-0.000385334710810117,"Removal","< 0"
"82",-63.1221051726145,-12.3685607594049,"São Francisco Do Guaporé",0.346098442045701,"Emission","< 1"
"83",-63.0449412856846,-9.17020967814704,"Itapuã Do Oeste",0.0194885841570311,"Emission","< 1"
"84",-62.9872612863041,-10.3316028105156,"Cacaulândia",-0.00658102705383284,"Removal","< 0"
"85",-62.9832482504681,-11.6149688629242,"Seringueiras",0.0465523701643866,"Emission","< 1"
"86",-62.9733150244066,-3.2889719656745,"Codajás",-0.230921173830218,"Removal","< 0"
"87",-62.9572552229938,-9.9518900066049,"Ariquemes",0.092076109432122,"Emission","< 1"
"88",-62.918603,-0.981191,"Barcelos",-0.00040312811197498,"Removal","< 0"
"89",-62.8479793319319,-11.0768378400064,"Mirante Da Serra",-0.000149416882445697,"Removal","< 0"
"90",-62.7900744846809,-9.64521156279041,"Rio Crespo",-0.0379618106455311,"Removal","< 0"
"91",-62.7599859198288,3.07555893733847,"Alto Alegre",0.566043875531366,"Emission","< 1"
"92",-62.5848655794467,-10.5924480639812,"Jaru",0.0202444655155823,"Emission","< 1"
"93",-62.5653358423403,-9.17109363334403,"Cujubim",0.0488118470303494,"Emission","< 1"
"94",-62.5449922370376,-11.3114209655766,"Alvorada D'oeste",0.0189318137719574,"Emission","< 1"
"95",-62.5323571382092,-10.8893442850586,"Nova União",0.0506992586491325,"Emission","< 1"
"96",-62.4864352937305,-7.36121764048094,"Humaitá",-0.520113426053472,"Removal","< 0"
"97",-62.4362677327624,3.73190083214486,"Amajari",0.117535093001121,"Emission","< 1"
"98",-62.4315660341966,2.18710190445277,"Mucajaí",0.266079618532914,"Emission","< 1"
"99",-62.4244103378031,-11.103952818163,"Urupá",0.023361594215006,"Emission","< 1"
"100",-62.3425045479453,-10.1217688667463,"Theobroma",0.00248913668014881,"Emission","< 1"
"101",-62.292,-11.342,"Alvorada D'oeste",7.64602151009409e-05,"Emission","< 1"
"102",-62.2802379253454,-11.6431190143848,"Nova Brasilândia D'oeste",0.0380305177888323,"Emission","< 1"
"103",-62.2797715973984,-10.9434532789846,"Teixeirópolis",0.0114424685770058,"Emission","< 1"
"104",-62.2745291015361,-12.4699545852392,"São Francisco Do Guaporé",0.319847228083106,"Emission","< 1"
"105",-62.1725323786917,-10.6105530023623,"Vale Do Paraíso",0.0374589574862462,"Emission","< 1"
"106",-62.0954094840384,-4.19868021463277,"Anori",0.00780846962145047,"Emission","< 1"
"107",-62.0940465250114,-10.3842566967605,"Vale Do Paraíso",0.00597698164372604,"Emission","< 1"
"108",-62.0832019661713,-11.6810939110983,"Novo Horizonte Do Oeste",0.00741068203096253,"Emission","< 1"
"109",-62.0603,-3.8442,"Codajás",-0.000345735726716696,"Removal","< 0"
"110",-62.010379651234,-9.20409149767888,"Machadinho D'oeste",0.233736363053396,"Emission","< 1"
"111",-61.996788650414,2.51097097487497,"Mucajaí",0.587328840862747,"Emission","< 1"
"112",-61.9391006698644,-9.73243429208468,"Vale Do Anari",0.0293807447370686,"Emission","< 1"
"113",-61.8804677752413,-12.5931927088099,"Alto Alegre Dos Parecis",0.172911959130992,"Emission","< 1"
"114",-61.8800697923836,-11.4708022615799,"Castanheiras",0.0377537784008293,"Emission","< 1"
"115",-61.8779528163675,-11.1662739687853,"Presidente Médici",0.0532544171574071,"Emission","< 1"
"116",-61.8777578071592,-3.08201899753601,"Caapiranga",-0.0685142525288491,"Removal","< 0"
"117",-61.846675,-10.870743,"Ji-Paraná",0.00309724270911961,"Emission","< 1"
"118",-61.8043525681089,-4.60623287371256,"Beruri",-0.0871047087723993,"Removal","< 0"
"119",-61.7715555290385,-11.7325577357808,"Rolim De Moura",0.0273340757081084,"Emission","< 1"
"120",-61.7572526727755,-10.4622205325893,"Ji-Paraná",-0.0401184984501628,"Removal","< 0"
"121",-61.7179878784548,-3.50185678710303,"Anamã",-0.00583376478059002,"Removal","< 0"
"122",-61.7034202944486,-2.04824598759018,"Novo Airão",-0.249351120742748,"Removal","< 0"
"123",-61.7010906021591,-12.0269677882955,"Santa Luzia D'oeste",0.0492860333473222,"Emission","< 1"
