"","lon","lat","year","anomalie"
"1",-73.436212623797,-7.50637570685889,2020,0.00661249200090239
"2",-73.2237996935056,-7.84388048443167,2020,0.0032490720076993
"3",-72.8445879498086,-7.22978092952451,2020,0.00646018192295524
"4",-72.769501,-7.59991,2020,9.33021265645934e-05
"5",-72.7553304218677,-7.9725286397621,2020,0.00268652104875099
"6",-72.7349135140501,-8.49244909146235,2020,0.000898951251479354
"7",-72.5593640255015,-9.09688649135233,2020,0.00599027301386082
"8",-71.9058207693425,-9.24226548573283,2020,0.0058099429834812
"9",-71.7407247801727,-5.71061130978623,2020,0.0621698165726723
"10",-71.4449915259482,-8.23946595661596,2020,-0.00102099389557099
"11",-71.4128668677446,-7.18051157923575,2020,0.00806963631902888
"12",-70.7444757427875,-8.92429348856395,2020,0.0384255415029098
"13",-70.3964080617679,-9.41234936079402,2020,0.00988847677159352
"14",-70.2768377851722,-5.42842836610177,2020,0.00663668951455969
"15",-70.218248152793,-7.02199804721698,2020,0.0134836970390641
"16",-70.0550858891606,-7.57330419046941,2020,-0.00197063338299459
"17",-70.0061515758409,-10.780268510515,2020,0.0081211973786082
"18",-69.935799,-4.25567,2020,0.000242250493686564
"19",-69.8797988891602,-6.63953018188477,2020,-1.53892948700296e-05
"20",-69.8557015662941,-9.38328008246644,2020,0.0165518064649889
"21",-69.6756879652419,-4.0288289219263,2020,-0.00205370823258541
"22",-69.4511185863739,-4.50143648494653,2020,0.00499723340352625
"23",-69.3830075269298,-9.77220173684327,2020,0.0116908676321183
"24",-69.2065513599838,-10.7495372422272,2020,-0.00614830997678719
"25",-69.0872585282825,-3.05237276981368,2020,0.0106115290416902
"26",-68.921056,-3.46907,2020,NA
"27",-68.6182824581683,-10.8891209528503,2020,0.00159839082143368
"28",-68.5044408136186,-10.5755718755675,2020,-0.00109863652762882
"29",-68.4063044801014,-4.71529084220981,2020,-0.0134961761550948
"30",-68.3710619510093,-10.0661349491742,2020,-0.0033309749818436
"31",-68.3166919207107,-1.69970336927077,2020,0.0342346264013561
"32",-68.2864994699081,-3.41843342830083,2020,0.00134759169049504
"33",-68.1971409475066,-7.75780543969732,2020,-0.00484557882418791
"34",-68.1737108690377,-9.61409487407495,2020,-0.000342987597210061
"35",-68.1128412174588,-6.68282224110506,2020,-0.00201809679332095
"36",-68.0476335877583,-8.77315466766972,2020,-0.00210213059109932
"37",-68.0017764798898,0.365586186993581,2020,0.0362167053881746
"38",-67.893984,-9.869031,2020,0.00218809866853034
"39",-67.8364698182792,-10.4734240655898,2020,-0.00130046274881154
"40",-67.83,-9.947,2020,6.31176550572945e-07
"41",-67.8260494656625,-2.69180916604253,2020,0.00312954270911452
"42",-67.791,-9.931,2020,0.000684301512906793
"43",-67.786,-9.964,2020,0.000295259406166959
"44",-67.768,-10.034,2020,0.000124623300486039
"45",-67.6984871061968,-9.62947370630415,2020,0.000408504504205308
"46",-67.4275936314969,-9.99722089624224,2020,0.00168383250671326
"47",-67.3401303333523,-10.2485083732382,2020,-0.00421118368908908
"48",-67.3374716381014,-5.1185164885162,2020,0.00428434227595757
"49",-66.9855,-0.14835,2020,-7.67758499966897e-06
"50",-66.9501921701075,-9.93357329811221,2020,0.000736357231204393
"51",-66.897552,-4.871473,2020,-1.33354819791678e-05
"52",-66.3579242156695,-2.49098554027089,2020,0.0217215058175763
"53",-66.3077991877054,-3.5244642076617,2020,0.0170015690485966
"54",-65.8116628613948,-8.37560148087939,2020,0.0185072638650867
"55",-65.5315360442968,-4.47011066732884,2020,0.00793918749520331
"56",-65.5213054447365,-0.318343806838944,2020,-0.0312339985952986
"57",-65.4107896638204,-3.1656558635417,2020,0.0108365234288714
"58",-65.3244466984137,-3.69468474667569,2020,0.00274483030865577
"59",-65.0395512290932,-2.42682864332425,2020,0.0165451781188135
"60",-64.9923,-0.3786,2020,NA
"61",-64.9557964235078,-6.09370196685332,2020,0.0523102288847469
"62",-64.769501,-7.27897,2020,-3.44901110544917e-05
"63",-64.724098,-3.38294,2020,0.000161380066362375
"64",-64.6265369340764,-10.3827186401927,2020,-0.0109848352170346
"65",-64.5342086540273,-11.3044952928918,2020,0.00748925576663222
"66",-64.3077392911091,-9.15396949952705,2020,0.0257892957800312
"67",-64.1253106463893,-4.43635141737092,2020,0.0362508328807332
"68",-64.0619034098736,-7.30075809991637,2020,0.0289536915185819
"69",-64.0583379578841,-12.1469701531867,2020,-0.00377234362189201
"70",-63.9411627315935,-10.0521152951453,2020,-0.00428940659086029
"71",-63.9138,-8.7243,2020,0.00595048199198684
"72",-63.90242,-8.707854,2020,0.00332392154963517
"73",-63.8153,-8.7948,2020,0.0254504819919868
"74",-63.7997164659949,-10.4849339751875,2020,-0.00330317172624207
"75",-63.468165,-8.740355,2020,0.00221241003694684
"76",-63.4347637971427,-0.465034755640813,2020,-0.0994904395048122
"77",-63.3943222506631,-9.64931030381078,2020,0.00192111371057843
"78",-63.3723926081637,-10.2108324960752,2020,0.00493103497438617
"79",-63.3256206264706,-8.8869938892035,2020,0.011476616905723
"80",-63.2306990655302,-11.8072176455011,2020,0.000295515941179208
"81",-63.184012138019,-10.7480293450291,2020,0.00621010348767979
"82",-63.14,-4.0833,2020,-3.48472642930269e-05
"83",-63.132599,-4.13406,2020,-3.30308969360093e-05
"84",-63.1221051726145,-12.3685607594049,2020,-0.00972790583535894
"85",-63.0449412856846,-9.17020967814704,2020,0.0029522636669142
"86",-63.018,-7.5047,2020,0.000251204020155417
"87",-62.9872612863041,-10.3316028105156,2020,0.00623146697660975
"88",-62.9832482504681,-11.6149688629242,2020,-0.000610669171259313
"89",-62.9733150244066,-3.2889719656745,2020,-0.00921378680145798
"90",-62.9572552229938,-9.9518900066049,2020,0.0186390115950226
"91",-62.918603,-0.981191,2020,NA
"92",-62.8479793319319,-11.0768378400064,2020,-0.00340774818905462
"93",-62.7900744846809,-9.64521156279041,2020,0.0129012143877089
"94",-62.7599859198288,3.07555893733847,2020,-0.0529399087996601
"95",-62.5848655794467,-10.5924480639812,2020,0.00199118311088036
"96",-62.5653358423403,-9.17109363334403,2020,0.0244822838157283
"97",-62.5449922370376,-11.3114209655766,2020,-0.00546020636215359
"98",-62.5323571382092,-10.8893442850586,2020,0.00214680524992993
"99",-62.4864352937305,-7.36121764048094,2020,0.0515947437052713
"100",-62.4362677327624,3.73190083214486,2020,-0.0470470663849407
