"","lon","lat","year","anomalie"
"1",-73.436212623797,-7.50637570685889,2015,1.58089953343758e-05
"2",-73.2237996935056,-7.84388048443167,2015,0.000158005591727034
"3",-72.8445879498086,-7.22978092952451,2015,0.000154954854049617
"4",-72.769501,-7.59991,2015,0.000286527104417278
"5",-72.7553304218677,-7.9725286397621,2015,0.000434034753877472
"6",-72.7349135140501,-8.49244909146235,2015,1.19277684000025e-05
"7",-72.5593640255015,-9.09688649135233,2015,9.93465471008425e-06
"8",-71.9058207693425,-9.24226548573283,2015,4.08833581296696e-05
"9",-71.7407247801727,-5.71061130978623,2015,0.000286102928461244
"10",-71.4449915259482,-8.23946595661596,2015,0.000466158193224812
"11",-71.4128668677446,-7.18051157923575,2015,0.000318627000722521
"12",-70.7444757427875,-8.92429348856395,2015,0.00104548354116815
"13",-70.3964080617679,-9.41234936079402,2015,0.000156283629850144
"14",-70.2768377851722,-5.42842836610177,2015,-3.03615604268307e-05
"15",-70.218248152793,-7.02199804721698,2015,0.000133255317367524
"16",-70.0550858891606,-7.57330419046941,2015,0.000141225456121417
"17",-70.0061515758409,-10.780268510515,2015,0.000438972154599652
"18",-69.9428,-4.2339,2015,-4.57655038578134e-05
"19",-69.935799,-4.25567,2015,0.000415983100835267
"20",-69.8797988891602,-6.63953018188477,2015,-3.46492077097644e-05
"21",-69.8557015662941,-9.38328008246644,2015,0.000850236478932486
"22",-69.6756879652419,-4.0288289219263,2015,-1.64975043317058e-05
"23",-69.4511185863739,-4.50143648494653,2015,-0.000167431460347822
"24",-69.3830075269298,-9.77220173684327,2015,0.00256077537745588
"25",-69.2065513599838,-10.7495372422272,2015,0.000903327588968923
"26",-69.0872585282825,-3.05237276981368,2015,0.00010257848877266
"27",-68.921056,-3.46907,2015,NA
"28",-68.6182824581683,-10.8891209528503,2015,0.000585383336270806
"29",-68.5044408136186,-10.5755718755675,2015,0.00144973242951377
"30",-68.4063044801014,-4.71529084220981,2015,0.000488083846058813
"31",-68.3710619510093,-10.0661349491742,2015,0.00207373712566725
"32",-68.3166919207107,-1.69970336927077,2015,-0.000151044037640492
"33",-68.2864994699081,-3.41843342830083,2015,-4.47178437741505e-05
"34",-68.1971409475066,-7.75780543969732,2015,0.000637660200167884
"35",-68.1737108690377,-9.61409487407495,2015,0.00113613845872951
"36",-68.1128412174588,-6.68282224110506,2015,0.000140685752537027
"37",-68.0476335877583,-8.77315466766972,2015,0.00192037302810206
"38",-68.0017764798898,0.365586186993581,2015,-0.000559940704668087
"39",-67.893984,-9.869031,2015,0.00287705673320443
"40",-67.8364698182792,-10.4734240655898,2015,0.000625343919607026
"41",-67.83,-9.947,2015,-1.25253169023994e-06
"42",-67.8260494656625,-2.69180916604253,2015,3.90071000998043e-05
"43",-67.791,-9.931,2015,0.000656737717187053
"44",-67.786,-9.964,2015,0.000282308845515033
"45",-67.768,-10.034,2015,0.000118082188786226
"46",-67.6984871061968,-9.62947370630415,2015,0.000868922594428003
"47",-67.4275936314969,-9.99722089624224,2015,0.00115783791440278
"48",-67.3401303333523,-10.2485083732382,2015,0.000509065372130956
"49",-67.3374716381014,-5.1185164885162,2015,0.000426022239227168
"50",-66.9855,-0.14835,2015,-3.96953844474815e-05
"51",-66.9501921701075,-9.93357329811221,2015,0.000361885591548616
"52",-66.897552,-4.871473,2015,NA
"53",-66.3579242156695,-2.49098554027089,2015,-6.6756970712018e-05
"54",-66.3077991877054,-3.5244642076617,2015,0.000170486801764203
"55",-65.8116628613948,-8.37560148087939,2015,0.00291994684497681
"56",-65.5315360442968,-4.47011066732884,2015,0.000272978885233346
"57",-65.5213054447365,-0.318343806838944,2015,0.00104002629219797
"58",-65.4107896638204,-3.1656558635417,2015,0.000329772084430547
"59",-65.3244466984137,-3.69468474667569,2015,0.000108308360306955
"60",-65.0395512290932,-2.42682864332425,2015,0.000140872418949102
"61",-64.9923,-0.3786,2015,NA
"62",-64.9557964235078,-6.09370196685332,2015,0.00089645565436903
"63",-64.769501,-7.27897,2015,NA
"64",-64.724098,-3.38294,2015,0.000203360281817933
"65",-64.7033,-3.3458,2015,-3.95890257873023e-05
"66",-64.6265369340764,-10.3827186401927,2015,0.00177455216412138
"67",-64.6154,-4.1728,2015,4.90993216856408e-05
"68",-64.5342086540273,-11.3044952928918,2015,-5.12083134198046e-05
"69",-64.3077392911091,-9.15396949952705,2015,0.00454005881868774
"70",-64.1253106463893,-4.43635141737092,2015,0.000366046073582339
"71",-64.0619034098736,-7.30075809991637,2015,0.000156924392502183
"72",-64.0583379578841,-12.1469701531867,2015,-2.52434891292311e-05
"73",-63.9411627315935,-10.0521152951453,2015,3.95747471589582e-05
"74",-63.90242,-8.707854,2015,0.00699268817857457
"75",-63.7997164659949,-10.4849339751875,2015,0.000361334151363058
"76",-63.468165,-8.740355,2015,0.00221241003694684
"77",-63.4347637971427,-0.465034755640813,2015,0.000570413542636776
"78",-63.3943222506631,-9.64931030381078,2015,0.000586825502220901
"79",-63.3723926081637,-10.2108324960752,2015,0.000813384495661056
"80",-63.3256206264706,-8.8869938892035,2015,0.000808191470983362
"81",-63.2306990655302,-11.8072176455011,2015,0.000639899048533167
"82",-63.184012138019,-10.7480293450291,2015,0.000796621427262546
"83",-63.14,-4.0833,2015,-3.00074788810515e-05
"84",-63.132599,-4.13406,2015,-4.09475605684715e-05
"85",-63.1221051726145,-12.3685607594049,2015,-0.000443230391342137
"86",-63.0449412856846,-9.17020967814704,2015,-2.32631650077256e-05
"87",-62.9872612863041,-10.3316028105156,2015,0.00104376965100353
"88",-62.9832482504681,-11.6149688629242,2015,0.000606932062149466
