iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BRA,2019-01-01 00:00:00,2019-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,130999634.50028816,tonnes,annual,2023-10-10 22:40:44.596273,2023-10-27 23:15:09.731119
BRA,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2,60646285.15700922,tonnes,annual,2023-10-10 22:40:44.650813,2023-10-27 23:15:09.806369
BRA,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,772472.3384541451,tonnes,annual,2023-10-10 22:40:44.650823,2023-10-27 23:15:09.806369
BRA,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,83665960.84294274,tonnes,annual,2023-10-10 22:40:44.650844,2023-11-09 22:35:18.827056
BRA,2020-01-01 00:00:00,2020-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,124375253.0794762,tonnes,annual,2023-10-10 22:40:44.650853,2023-10-27 23:15:09.806369
BRA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,57400736.02461073,tonnes,annual,2023-10-10 22:40:44.705685,2023-10-27 23:15:09.886934
BRA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,733601.1541458337,tonnes,annual,2023-10-10 22:40:44.705695,2023-10-27 23:15:09.886934
BRA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,117922831.241642,tonnes,annual,2023-10-10 22:40:44.705724,2023-10-27 23:15:09.886934
BRA,2022-01-01 00:00:00,2022-12-31 00:00:00,oil-and-gas-production-and-transport,co2,59592997.83084673,tonnes,annual,2023-10-10 22:40:44.760023,2023-10-27 23:15:09.963406
BRA,2022-01-01 00:00:00,2022-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,890682.1808433528,tonnes,annual,2023-10-10 22:40:44.760033,2023-10-27 23:15:09.963406
BRA,2022-01-01 00:00:00,2022-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,133074277.75042334,tonnes,annual,2023-10-10 22:40:44.760061,2023-10-27 23:15:09.963406
